primaryID,secondaryID
Q5058639,Q74417256
Q5063323,Q13024943
Q5063323,Q19608581
Q5137363,Q10513946
Q5180360,Q12901662
Q5180360,Q29884832
Q5276420,Q72464484
Q5276420,Q106040516
Q5418774,Q17631825
Q5418774,Q86007152
Q7833392,Q48566709
Q18386075,Q28852446
Q18386075,Q28852709
Q28852424,Q28852684
Q28859600,Q48566675
Q28859600,Q65214803
Q48566733,Q48970843
Q48566733,Q60572896
Q181699,Q25600948
Q181699,Q31793116
Q181699,Q55703997
Q187706,Q12778591
Q187706,Q13167319
Q187706,Q19682009
Q187706,Q20567657
Q412043,Q19714659
Q414788,Q65168198
Q426220,Q12415639
Q462174,Q12632256
Q462174,Q25532814
Q905978,Q5280039
Q905978,Q103857594
Q1674522,Q4198808
Q2356505,Q65167247
Q2356505,Q113461571
Q107124490,Q103856352
Q115659525,Q3754185
Q115659525,Q12017898
Q123195,Q55662924
Q224896,Q4152113
Q224896,Q12208861
Q224896,Q12822829
Q344942,Q4352864
Q344942,Q9392629
Q344942,Q12818828
Q344942,Q31194475
Q407595,Q103861603
Q411835,Q25523825
Q411835,Q100701155
Q416701,Q15633292
Q417632,Q72516826
Q420786,Q12430211
Q426938,Q2635452
Q426938,Q18211415
Q553129,Q86007138
Q616128,Q11753320
Q726004,Q12557121
Q726004,Q21087272
Q726004,Q103862485
Q836793,Q15628162
Q905397,Q15425828
Q906027,Q12428597
Q1069596,Q4774572
Q1148372,Q27157173
Q1148372,Q72461267
Q1307024,Q3026072
Q1307024,Q23038873
Q1671954,Q6062297
Q1671954,Q109040578
Q1722299,Q18944658
Q2204067,Q18351604
Q2204067,Q18394629
Q2204067,Q20937026
Q2400152,Q4066272
Q2400152,Q12529320
Q2700049,Q113626023
Q2706622,Q47038648
Q2806587,Q72483302
Q4046265,Q65167830
Q4084882,Q4896097
Q5520338,Q12821931
Q5663741,Q27105718
Q5732121,Q16668865
Q5919049,Q16633654
Q5931064,Q72443534
Q5955531,Q65167210
Q6042242,Q20155774
Q6042242,Q65167714
Q6086277,Q30896477
Q6821699,Q15726078
Q7181332,Q81985433
Q7433895,Q86011633
Q7701687,Q65166979
Q9068429,Q27209717
Q9068429,Q56122391
Q9333047,Q104399396
Q9796963,Q27159677
Q10359556,Q15725615
Q10359556,Q67206098
Q10860583,Q12818678
Q10860583,Q13166902
Q10860583,Q19702877
Q10863668,Q27280323
Q11255995,Q25101739
Q11712146,Q11287678
Q11712146,Q48998778
Q11770828,Q27107302
Q13365705,Q20959175
Q27144915,Q72467026
Q82006347,Q82942444
Q82157297,Q109373907
Q27133889,Q72499646
Q1096,Q2759175
Q1096,Q12925658
Q1096,Q12955439
Q1096,Q13181816
Q1096,Q19746762
Q1096,Q19748159
Q1096,Q19833173
Q1096,Q31835626
Q1096,Q65424704
Q138937,Q65290982
Q413995,Q18414899
Q2918735,Q50218927
Q2918735,Q72444099
Q15855811,Q7634972
Q17394326,Q19798312
Q28859614,Q48566775
Q28859634,Q48566777
Q48566664,Q112609928
Q72499575,Q4283969
Q27134883,Q72516633
Q27135085,Q29533387
Q2806581,Q72516932
Q3180940,Q20966396
Q3215899,Q27264119
Q3495348,Q2950919
Q3495348,Q19803151
Q4296324,Q81984948
Q4922484,Q16683142
Q5134930,Q13026616
Q5277308,Q1225724
Q5508491,Q118538968
Q5898391,Q12858526
Q6584634,Q56052821
Q7249713,Q72502212
Q9197419,Q48996881
Q9361641,Q58546032
Q10859742,Q27108619
Q11370588,Q18923058
Q11370588,Q20156239
Q11370588,Q24900956
Q12555933,Q12717128
Q12555933,Q97300611
Q13848921,Q20968561
Q15057699,Q16082239
Q16959658,Q96745838
Q17266280,Q17320546
Q21547200,Q16598589
Q22082911,Q23927257
Q22807428,Q27117933
Q26841195,Q72486856
Q27077244,Q1223250
Q27077244,Q24897491
